prompt,super_category,category,filename,img_path,score
Image of animal which is a sign of illness' — Top 100 matches:,nimal,Bat,000049.jpg,/kaggle/input/superstition-dataset/Big Data/animal_images/Bat/000049.jpg,0.2
Image of animal which is a sign of illness' — Top 100 matches:,nimal,Bat,000076.jpg,/kaggle/input/superstition-dataset/Big Data/animal_images/Bat/000076.jpg,0.2
Image of animal which is a sign of illness' — Top 100 matches:,nimal,Bat,000040.jpg,/kaggle/input/superstition-dataset/Big Data/animal_images/Bat/000040.jpg,0.2
Image of animal which is a sign of illness' — Top 100 matches:,nimal,Bat,000006.jpg,/kaggle/input/superstition-dataset/Big Data/animal_images/Bat/000006.jpg,0.2
Image of animal which is a sign of illness' — Top 100 matches:,nimal,Bat,000068.jpg,/kaggle/input/superstition-dataset/Big Data/animal_images/Bat/000068.jpg,0.2
Image of animal which is a sign of illness' — Top 100 matches:,nimal,Black_Cat,000087.jpg,/kaggle/input/superstition-dataset/Big Data/animal_images/Black_Cat/000087.jpg,0.2
Image of animal which is a sign of illness' — Top 100 matches:,nimal,Brown_Dog,000064.jpg,/kaggle/input/superstition-dataset/Big Data/animal_images/Brown_Dog/000064.jpg,0.2
Image of animal which is a sign of illness' — Top 100 matches:,nimal,Bat,000001.jpg,/kaggle/input/superstition-dataset/Big Data/animal_images/Bat/000001.jpg,0.2
Image of animal which is a sign of illness' — Top 100 matches:,nimal,Brown_Dog,000024.jpg,/kaggle/input/superstition-dataset/Big Data/animal_images/Brown_Dog/000024.jpg,0.2
Image of animal which is a sign of illness' — Top 100 matches:,nimal,Bat,000024.jpg,/kaggle/input/superstition-dataset/Big Data/animal_images/Bat/000024.jpg,0.2
Image of animal which is a sign of illness' — Top 100 matches:,nimal,Rabbit,000112.jpg,/kaggle/input/superstition-dataset/Big Data/animal_images/Rabbit/000112.jpg,0.2
Image of animal which is a sign of illness' — Top 100 matches:,nimal,Bat,000012.jpg,/kaggle/input/superstition-dataset/Big Data/animal_images/Bat/000012.jpg,0.2
Image of animal which is a sign of illness' — Top 100 matches:,nimal,Snake,000033.jpg,/kaggle/input/superstition-dataset/Big Data/animal_images/Snake/000033.jpg,0.2
Image of animal which is a sign of illness' — Top 100 matches:,nimal,Rabbit,000110.jpg,/kaggle/input/superstition-dataset/Big Data/animal_images/Rabbit/000110.jpg,0.2
Image of animal which is a sign of illness' — Top 100 matches:,nimal,Brown_Dog,000034.jpg,/kaggle/input/superstition-dataset/Big Data/animal_images/Brown_Dog/000034.jpg,0.2
Image of animal which is a sign of illness' — Top 100 matches:,nimal,Bat,000096.jpg,/kaggle/input/superstition-dataset/Big Data/animal_images/Bat/000096.jpg,0.2
Image of animal which is a sign of illness' — Top 100 matches:,nimal,Bat,000074.jpg,/kaggle/input/superstition-dataset/Big Data/animal_images/Bat/000074.jpg,0.2
Image of animal which is a sign of illness' — Top 100 matches:,nimal,Ladybug,3691498300_d493a6db78_b.jpg,/kaggle/input/superstition-dataset/Big Data/animal_images/Ladybug/3691498300_d493a6db78_b.jpg,0.2
Image of animal which is a sign of illness' — Top 100 matches:,nimal,Brown_Dog,000003.jpg,/kaggle/input/superstition-dataset/Big Data/animal_images/Brown_Dog/000003.jpg,0.2
Image of animal which is a sign of illness' — Top 100 matches:,nimal,Rabbit,000023.jpg,/kaggle/input/superstition-dataset/Big Data/animal_images/Rabbit/000023.jpg,0.19
Image of animal which is a sign of illness' — Top 100 matches:,nimal,Bat,000093.jpg,/kaggle/input/superstition-dataset/Big Data/animal_images/Bat/000093.jpg,0.19
Image of animal which is a sign of illness' — Top 100 matches:,nimal,Bat,000079.jpg,/kaggle/input/superstition-dataset/Big Data/animal_images/Bat/000079.jpg,0.19
Image of animal which is a sign of illness' — Top 100 matches:,nimal,Bat,000061.jpg,/kaggle/input/superstition-dataset/Big Data/animal_images/Bat/000061.jpg,0.19
Image of animal which is a sign of illness' — Top 100 matches:,nimal,Bat,000003.jpg,/kaggle/input/superstition-dataset/Big Data/animal_images/Bat/000003.jpg,0.19
Image of animal which is a sign of illness' — Top 100 matches:,nimal,Rabbit,000083.jpg,/kaggle/input/superstition-dataset/Big Data/animal_images/Rabbit/000083.jpg,0.19
Image of animal which is a sign of illness' — Top 100 matches:,nimal,Bat,000042.jpg,/kaggle/input/superstition-dataset/Big Data/animal_images/Bat/000042.jpg,0.19
Image of animal which is a sign of illness' — Top 100 matches:,nimal,Black_Cat,000100.jpg,/kaggle/input/superstition-dataset/Big Data/animal_images/Black_Cat/000100.jpg,0.19
Image of animal which is a sign of illness' — Top 100 matches:,nimal,Bat,000054.jpg,/kaggle/input/superstition-dataset/Big Data/animal_images/Bat/000054.jpg,0.19
Image of animal which is a sign of illness' — Top 100 matches:,nimal,Black_Cat,000011.jpg,/kaggle/input/superstition-dataset/Big Data/animal_images/Black_Cat/000011.jpg,0.19
Image of animal which is a sign of illness' — Top 100 matches:,nimal,Black_Cat,000103.jpg,/kaggle/input/superstition-dataset/Big Data/animal_images/Black_Cat/000103.jpg,0.19
Image of animal which is a sign of illness' — Top 100 matches:,nimal,Rabbit,000075.jpg,/kaggle/input/superstition-dataset/Big Data/animal_images/Rabbit/000075.jpg,0.19
Image of animal which is a sign of illness' — Top 100 matches:,nimal,Bat,000015.jpg,/kaggle/input/superstition-dataset/Big Data/animal_images/Bat/000015.jpg,0.19
Image of animal which is a sign of illness' — Top 100 matches:,nimal,Black_Cat,000020.jpg,/kaggle/input/superstition-dataset/Big Data/animal_images/Black_Cat/000020.jpg,0.19
Image of animal which is a sign of illness' — Top 100 matches:,nimal,Black_Cat,000001.jpg,/kaggle/input/superstition-dataset/Big Data/animal_images/Black_Cat/000001.jpg,0.19
Image of animal which is a sign of illness' — Top 100 matches:,nimal,Bat,000017.jpg,/kaggle/input/superstition-dataset/Big Data/animal_images/Bat/000017.jpg,0.19
Image of animal which is a sign of illness' — Top 100 matches:,nimal,Brown_Dog,000057.jpg,/kaggle/input/superstition-dataset/Big Data/animal_images/Brown_Dog/000057.jpg,0.19
Image of animal which is a sign of illness' — Top 100 matches:,nimal,Rabbit,000094.jpg,/kaggle/input/superstition-dataset/Big Data/animal_images/Rabbit/000094.jpg,0.19
Image of animal which is a sign of illness' — Top 100 matches:,nimal,Black_Cat,000032.jpg,/kaggle/input/superstition-dataset/Big Data/animal_images/Black_Cat/000032.jpg,0.19
Image of animal which is a sign of illness' — Top 100 matches:,nimal,White_Cat,000081.jpg,/kaggle/input/superstition-dataset/Big Data/animal_images/White_Cat/000081.jpg,0.19
Image of animal which is a sign of illness' — Top 100 matches:,nimal,Black_Cat,000093.jpg,/kaggle/input/superstition-dataset/Big Data/animal_images/Black_Cat/000093.jpg,0.19
Image of animal which is a sign of illness' — Top 100 matches:,nimal,Bat,000078.jpg,/kaggle/input/superstition-dataset/Big Data/animal_images/Bat/000078.jpg,0.19
Image of animal which is a sign of illness' — Top 100 matches:,nimal,Rabbit,000046.jpg,/kaggle/input/superstition-dataset/Big Data/animal_images/Rabbit/000046.jpg,0.19
Image of animal which is a sign of illness' — Top 100 matches:,nimal,Bat,000025.jpg,/kaggle/input/superstition-dataset/Big Data/animal_images/Bat/000025.jpg,0.19
Image of animal which is a sign of illness' — Top 100 matches:,nimal,Brown_Dog,000044.jpg,/kaggle/input/superstition-dataset/Big Data/animal_images/Brown_Dog/000044.jpg,0.19
Image of animal which is a sign of illness' — Top 100 matches:,nimal,Rabbit,000031.jpg,/kaggle/input/superstition-dataset/Big Data/animal_images/Rabbit/000031.jpg,0.19
Image of animal which is a sign of illness' — Top 100 matches:,nimal,White_Cat,000058.jpg,/kaggle/input/superstition-dataset/Big Data/animal_images/White_Cat/000058.jpg,0.19
Image of animal which is a sign of illness' — Top 100 matches:,nimal,Black_Cat,000074.jpg,/kaggle/input/superstition-dataset/Big Data/animal_images/Black_Cat/000074.jpg,0.19
Image of animal which is a sign of illness' — Top 100 matches:,nimal,White_Cat,000011.jpg,/kaggle/input/superstition-dataset/Big Data/animal_images/White_Cat/000011.jpg,0.19
Image of animal which is a sign of illness' — Top 100 matches:,nimal,Brown_Dog,000091.jpg,/kaggle/input/superstition-dataset/Big Data/animal_images/Brown_Dog/000091.jpg,0.19
Image of animal which is a sign of illness' — Top 100 matches:,nimal,Bat,000037.jpg,/kaggle/input/superstition-dataset/Big Data/animal_images/Bat/000037.jpg,0.19
Image of animal which is a sign of illness' — Top 100 matches:,nimal,Rabbit,000006.jpg,/kaggle/input/superstition-dataset/Big Data/animal_images/Rabbit/000006.jpg,0.19
Image of animal which is a sign of illness' — Top 100 matches:,nimal,Snake,000011.jpg,/kaggle/input/superstition-dataset/Big Data/animal_images/Snake/000011.jpg,0.19
Image of animal which is a sign of illness' — Top 100 matches:,nimal,Bat,000021.jpg,/kaggle/input/superstition-dataset/Big Data/animal_images/Bat/000021.jpg,0.19
Image of animal which is a sign of illness' — Top 100 matches:,nimal,Black_Cat,000034.jpg,/kaggle/input/superstition-dataset/Big Data/animal_images/Black_Cat/000034.jpg,0.19
Image of animal which is a sign of illness' — Top 100 matches:,nimal,Snake,000065.jpg,/kaggle/input/superstition-dataset/Big Data/animal_images/Snake/000065.jpg,0.19
Image of animal which is a sign of illness' — Top 100 matches:,nimal,Bat,000013.jpg,/kaggle/input/superstition-dataset/Big Data/animal_images/Bat/000013.jpg,0.19
Image of animal which is a sign of illness' — Top 100 matches:,nimal,Black_Cat,000036.jpg,/kaggle/input/superstition-dataset/Big Data/animal_images/Black_Cat/000036.jpg,0.19
Image of animal which is a sign of illness' — Top 100 matches:,nimal,Black_Cat,000058.jpg,/kaggle/input/superstition-dataset/Big Data/animal_images/Black_Cat/000058.jpg,0.19
Image of animal which is a sign of illness' — Top 100 matches:,nimal,Black_Cat,000094.jpg,/kaggle/input/superstition-dataset/Big Data/animal_images/Black_Cat/000094.jpg,0.19
Image of animal which is a sign of illness' — Top 100 matches:,nimal,Bat,000048.jpg,/kaggle/input/superstition-dataset/Big Data/animal_images/Bat/000048.jpg,0.19
Image of animal which is a sign of illness' — Top 100 matches:,nimal,Brown_Dog,000010.jpg,/kaggle/input/superstition-dataset/Big Data/animal_images/Brown_Dog/000010.jpg,0.19
Image of animal which is a sign of illness' — Top 100 matches:,nimal,Rabbit,000026.jpg,/kaggle/input/superstition-dataset/Big Data/animal_images/Rabbit/000026.jpg,0.19
Image of animal which is a sign of illness' — Top 100 matches:,nimal,Black_Cat,000027.jpg,/kaggle/input/superstition-dataset/Big Data/animal_images/Black_Cat/000027.jpg,0.19
Image of animal which is a sign of illness' — Top 100 matches:,nimal,Bat,000008.jpg,/kaggle/input/superstition-dataset/Big Data/animal_images/Bat/000008.jpg,0.19
Image of animal which is a sign of illness' — Top 100 matches:,nimal,Bat,000059.jpg,/kaggle/input/superstition-dataset/Big Data/animal_images/Bat/000059.jpg,0.19
Image of animal which is a sign of illness' — Top 100 matches:,nimal,Bat,000026.jpg,/kaggle/input/superstition-dataset/Big Data/animal_images/Bat/000026.jpg,0.19
Image of animal which is a sign of illness' — Top 100 matches:,nimal,Black_Cat,000014.jpg,/kaggle/input/superstition-dataset/Big Data/animal_images/Black_Cat/000014.jpg,0.19
Image of animal which is a sign of illness' — Top 100 matches:,nimal,Bat,000029.jpg,/kaggle/input/superstition-dataset/Big Data/animal_images/Bat/000029.jpg,0.19
Image of animal which is a sign of illness' — Top 100 matches:,nimal,Snake,000070.jpg,/kaggle/input/superstition-dataset/Big Data/animal_images/Snake/000070.jpg,0.19
Image of animal which is a sign of illness' — Top 100 matches:,nimal,Bat,000014.jpg,/kaggle/input/superstition-dataset/Big Data/animal_images/Bat/000014.jpg,0.19
Image of animal which is a sign of illness' — Top 100 matches:,nimal,Snake,000049.jpg,/kaggle/input/superstition-dataset/Big Data/animal_images/Snake/000049.jpg,0.19
Image of animal which is a sign of illness' — Top 100 matches:,nimal,Bat,000009.jpg,/kaggle/input/superstition-dataset/Big Data/animal_images/Bat/000009.jpg,0.19
Image of animal which is a sign of illness' — Top 100 matches:,nimal,Snake,000017.jpg,/kaggle/input/superstition-dataset/Big Data/animal_images/Snake/000017.jpg,0.19
Image of animal which is a sign of illness' — Top 100 matches:,nimal,Black_Cat,000006.jpg,/kaggle/input/superstition-dataset/Big Data/animal_images/Black_Cat/000006.jpg,0.19
Image of animal which is a sign of illness' — Top 100 matches:,nimal,Black_Cat,000031.jpg,/kaggle/input/superstition-dataset/Big Data/animal_images/Black_Cat/000031.jpg,0.19
Image of animal which is a sign of illness' — Top 100 matches:,nimal,Bat,000030.jpg,/kaggle/input/superstition-dataset/Big Data/animal_images/Bat/000030.jpg,0.19
Image of animal which is a sign of illness' — Top 100 matches:,nimal,Snake,000047.jpg,/kaggle/input/superstition-dataset/Big Data/animal_images/Snake/000047.jpg,0.19
Image of animal which is a sign of illness' — Top 100 matches:,nimal,White_Cat,000034.jpg,/kaggle/input/superstition-dataset/Big Data/animal_images/White_Cat/000034.jpg,0.19
Image of animal which is a sign of illness' — Top 100 matches:,nimal,White_Cat,000003.jpg,/kaggle/input/superstition-dataset/Big Data/animal_images/White_Cat/000003.jpg,0.19
Image of animal which is a sign of illness' — Top 100 matches:,nimal,Brown_Dog,000045.jpg,/kaggle/input/superstition-dataset/Big Data/animal_images/Brown_Dog/000045.jpg,0.19
Image of animal which is a sign of illness' — Top 100 matches:,nimal,Black_Cat,000089.jpg,/kaggle/input/superstition-dataset/Big Data/animal_images/Black_Cat/000089.jpg,0.19
Image of animal which is a sign of illness' — Top 100 matches:,nimal,Bat,000050.jpg,/kaggle/input/superstition-dataset/Big Data/animal_images/Bat/000050.jpg,0.19
Image of animal which is a sign of illness' — Top 100 matches:,nimal,Brown_Dog,000073.jpg,/kaggle/input/superstition-dataset/Big Data/animal_images/Brown_Dog/000073.jpg,0.19
Image of animal which is a sign of illness' — Top 100 matches:,nimal,White_Cat,000089.jpg,/kaggle/input/superstition-dataset/Big Data/animal_images/White_Cat/000089.jpg,0.19
Image of animal which is a sign of illness' — Top 100 matches:,nimal,White_Cat,000045.jpg,/kaggle/input/superstition-dataset/Big Data/animal_images/White_Cat/000045.jpg,0.19
Image of animal which is a sign of illness' — Top 100 matches:,nimal,Bat,000087.jpg,/kaggle/input/superstition-dataset/Big Data/animal_images/Bat/000087.jpg,0.19
Image of animal which is a sign of illness' — Top 100 matches:,nimal,Black_Cat,000047.jpg,/kaggle/input/superstition-dataset/Big Data/animal_images/Black_Cat/000047.jpg,0.19
Image of animal which is a sign of illness' — Top 100 matches:,nimal,White_Cat,000056.jpg,/kaggle/input/superstition-dataset/Big Data/animal_images/White_Cat/000056.jpg,0.19
Image of animal which is a sign of illness' — Top 100 matches:,nimal,Rabbit,000041.jpg,/kaggle/input/superstition-dataset/Big Data/animal_images/Rabbit/000041.jpg,0.19
Image of animal which is a sign of illness' — Top 100 matches:,nimal,Rabbit,000014.jpg,/kaggle/input/superstition-dataset/Big Data/animal_images/Rabbit/000014.jpg,0.19
Image of object which is a sign of good luck' — Top 100 matches:,object,Lucky_Charm_Bracelet,000053.jpg,/kaggle/input/superstition-dataset/Big Data/object_images/Lucky_Charm_Bracelet/000053.jpg,0.3
Image of object which is a sign of good luck' — Top 100 matches:,object,Lucky_Charm_Bracelet,000103.jpg,/kaggle/input/superstition-dataset/Big Data/object_images/Lucky_Charm_Bracelet/000103.jpg,0.3
Image of object which is a sign of good luck' — Top 100 matches:,object,Lucky_Charm_Bracelet,000063.jpg,/kaggle/input/superstition-dataset/Big Data/object_images/Lucky_Charm_Bracelet/000063.jpg,0.28
Image of object which is a sign of good luck' — Top 100 matches:,object,Lucky_Charm_Bracelet,000015.jpg,/kaggle/input/superstition-dataset/Big Data/object_images/Lucky_Charm_Bracelet/000015.jpg,0.27
Image of object which is a sign of good luck' — Top 100 matches:,object,Lucky_Charm_Bracelet,000039.jpg,/kaggle/input/superstition-dataset/Big Data/object_images/Lucky_Charm_Bracelet/000039.jpg,0.27
Image of object which is a sign of good luck' — Top 100 matches:,object,Lucky_Coin,000001.jpg,/kaggle/input/superstition-dataset/Big Data/object_images/Lucky_Coin/000001.jpg,0.27
Image of object which is a sign of good luck' — Top 100 matches:,object,Lucky_Charm_Bracelet,000074.jpg,/kaggle/input/superstition-dataset/Big Data/object_images/Lucky_Charm_Bracelet/000074.jpg,0.26
Image of object which is a sign of good luck' — Top 100 matches:,object,Lucky_Coin,000006.jpg,/kaggle/input/superstition-dataset/Big Data/object_images/Lucky_Coin/000006.jpg,0.25
Image of object which is a sign of good luck' — Top 100 matches:,object,Lucky_Charm_Bracelet,000051.jpg,/kaggle/input/superstition-dataset/Big Data/object_images/Lucky_Charm_Bracelet/000051.jpg,0.25
Image of object which is a sign of good luck' — Top 100 matches:,object,Lucky_Charm_Bracelet,000071.jpg,/kaggle/input/superstition-dataset/Big Data/object_images/Lucky_Charm_Bracelet/000071.jpg,0.25
Image of object which is a sign of good luck' — Top 100 matches:,object,Lucky_Charm_Bracelet,000029.jpg,/kaggle/input/superstition-dataset/Big Data/object_images/Lucky_Charm_Bracelet/000029.jpg,0.25
Image of object which is a sign of good luck' — Top 100 matches:,object,Lucky_Coin,000085.jpg,/kaggle/input/superstition-dataset/Big Data/object_images/Lucky_Coin/000085.jpg,0.24
Image of object which is a sign of good luck' — Top 100 matches:,object,Lucky_Coin,000013.jpg,/kaggle/input/superstition-dataset/Big Data/object_images/Lucky_Coin/000013.jpg,0.24
Image of object which is a sign of good luck' — Top 100 matches:,object,Lucky_Coin,000034.jpg,/kaggle/input/superstition-dataset/Big Data/object_images/Lucky_Coin/000034.jpg,0.24
Image of object which is a sign of good luck' — Top 100 matches:,object,Lucky_Charm_Bracelet,000046.jpg,/kaggle/input/superstition-dataset/Big Data/object_images/Lucky_Charm_Bracelet/000046.jpg,0.24
Image of object which is a sign of good luck' — Top 100 matches:,object,Lucky_Coin,000011.jpg,/kaggle/input/superstition-dataset/Big Data/object_images/Lucky_Coin/000011.jpg,0.24
Image of object which is a sign of good luck' — Top 100 matches:,object,Horseshoe,000029.jpg,/kaggle/input/superstition-dataset/Big Data/object_images/Horseshoe/000029.jpg,0.23
Image of object which is a sign of good luck' — Top 100 matches:,object,Lucky_Coin,000031.jpg,/kaggle/input/superstition-dataset/Big Data/object_images/Lucky_Coin/000031.jpg,0.23
Image of object which is a sign of good luck' — Top 100 matches:,object,Lucky_Coin,000022.jpg,/kaggle/input/superstition-dataset/Big Data/object_images/Lucky_Coin/000022.jpg,0.23
Image of object which is a sign of good luck' — Top 100 matches:,object,Lucky_Charm_Bracelet,000042.jpg,/kaggle/input/superstition-dataset/Big Data/object_images/Lucky_Charm_Bracelet/000042.jpg,0.23
Image of object which is a sign of good luck' — Top 100 matches:,object,Lucky_Charm_Bracelet,000089.jpg,/kaggle/input/superstition-dataset/Big Data/object_images/Lucky_Charm_Bracelet/000089.jpg,0.22
Image of object which is a sign of good luck' — Top 100 matches:,object,Lucky_Charm_Bracelet,000024.jpg,/kaggle/input/superstition-dataset/Big Data/object_images/Lucky_Charm_Bracelet/000024.jpg,0.22
Image of object which is a sign of good luck' — Top 100 matches:,object,Lucky_Charm_Bracelet,000009.jpg,/kaggle/input/superstition-dataset/Big Data/object_images/Lucky_Charm_Bracelet/000009.jpg,0.22
Image of object which is a sign of good luck' — Top 100 matches:,object,Lucky_Coin,000005.jpg,/kaggle/input/superstition-dataset/Big Data/object_images/Lucky_Coin/000005.jpg,0.22
Image of object which is a sign of good luck' — Top 100 matches:,object,Lucky_Charm_Bracelet,000105.jpg,/kaggle/input/superstition-dataset/Big Data/object_images/Lucky_Charm_Bracelet/000105.jpg,0.22
Image of object which is a sign of good luck' — Top 100 matches:,object,Lucky_Coin,000073.jpg,/kaggle/input/superstition-dataset/Big Data/object_images/Lucky_Coin/000073.jpg,0.22
Image of object which is a sign of good luck' — Top 100 matches:,object,Lucky_Charm_Bracelet,000003.jpg,/kaggle/input/superstition-dataset/Big Data/object_images/Lucky_Charm_Bracelet/000003.jpg,0.22
Image of object which is a sign of good luck' — Top 100 matches:,object,Lucky_Coin,000046.jpg,/kaggle/input/superstition-dataset/Big Data/object_images/Lucky_Coin/000046.jpg,0.22
Image of object which is a sign of good luck' — Top 100 matches:,object,Lucky_Coin,000002.jpg,/kaggle/input/superstition-dataset/Big Data/object_images/Lucky_Coin/000002.jpg,0.22
Image of object which is a sign of good luck' — Top 100 matches:,object,Lucky_Coin,000091.jpg,/kaggle/input/superstition-dataset/Big Data/object_images/Lucky_Coin/000091.jpg,0.22
Image of object which is a sign of good luck' — Top 100 matches:,object,Lucky_Charm_Bracelet,000037.jpg,/kaggle/input/superstition-dataset/Big Data/object_images/Lucky_Charm_Bracelet/000037.jpg,0.22
Image of object which is a sign of good luck' — Top 100 matches:,object,Lucky_Charm_Bracelet,000115.jpg,/kaggle/input/superstition-dataset/Big Data/object_images/Lucky_Charm_Bracelet/000115.jpg,0.22
Image of object which is a sign of good luck' — Top 100 matches:,object,Lucky_Coin,000087.jpg,/kaggle/input/superstition-dataset/Big Data/object_images/Lucky_Coin/000087.jpg,0.22
Image of object which is a sign of good luck' — Top 100 matches:,object,Dream_Catcher,000105.jpg,/kaggle/input/superstition-dataset/Big Data/object_images/Dream_Catcher/000105.jpg,0.22
Image of object which is a sign of good luck' — Top 100 matches:,object,Lucky_Charm_Bracelet,000107.jpg,/kaggle/input/superstition-dataset/Big Data/object_images/Lucky_Charm_Bracelet/000107.jpg,0.22
Image of object which is a sign of good luck' — Top 100 matches:,object,Lucky_Charm_Bracelet,000073.jpg,/kaggle/input/superstition-dataset/Big Data/object_images/Lucky_Charm_Bracelet/000073.jpg,0.22
Image of object which is a sign of good luck' — Top 100 matches:,object,Lucky_Charm_Bracelet,000012.jpg,/kaggle/input/superstition-dataset/Big Data/object_images/Lucky_Charm_Bracelet/000012.jpg,0.22
Image of object which is a sign of good luck' — Top 100 matches:,object,Spoon,spoon-art-10.jpg,/kaggle/input/superstition-dataset/Big Data/object_images/Spoon/spoon-art-10.jpg,0.22
Image of object which is a sign of good luck' — Top 100 matches:,object,Lucky_Coin,000074.jpg,/kaggle/input/superstition-dataset/Big Data/object_images/Lucky_Coin/000074.jpg,0.22
Image of object which is a sign of good luck' — Top 100 matches:,object,Lucky_Coin,000012.jpg,/kaggle/input/superstition-dataset/Big Data/object_images/Lucky_Coin/000012.jpg,0.22
Image of object which is a sign of good luck' — Top 100 matches:,object,Lucky_Charm_Bracelet,000023.jpg,/kaggle/input/superstition-dataset/Big Data/object_images/Lucky_Charm_Bracelet/000023.jpg,0.22
Image of object which is a sign of good luck' — Top 100 matches:,object,Lucky_Charm_Bracelet,000040.jpg,/kaggle/input/superstition-dataset/Big Data/object_images/Lucky_Charm_Bracelet/000040.jpg,0.22
Image of object which is a sign of good luck' — Top 100 matches:,object,Lucky_Charm_Bracelet,000043.jpg,/kaggle/input/superstition-dataset/Big Data/object_images/Lucky_Charm_Bracelet/000043.jpg,0.21
Image of object which is a sign of good luck' — Top 100 matches:,object,Wishbone,000078.jpg,/kaggle/input/superstition-dataset/Big Data/object_images/Wishbone/000078.jpg,0.21
Image of object which is a sign of good luck' — Top 100 matches:,object,Lucky_Charm_Bracelet,000102.jpg,/kaggle/input/superstition-dataset/Big Data/object_images/Lucky_Charm_Bracelet/000102.jpg,0.21
Image of object which is a sign of good luck' — Top 100 matches:,object,Horseshoe,000032.jpg,/kaggle/input/superstition-dataset/Big Data/object_images/Horseshoe/000032.jpg,0.21
Image of object which is a sign of good luck' — Top 100 matches:,object,Lucky_Charm_Bracelet,000069.jpg,/kaggle/input/superstition-dataset/Big Data/object_images/Lucky_Charm_Bracelet/000069.jpg,0.21
Image of object which is a sign of good luck' — Top 100 matches:,object,Lucky_Coin,000037.jpg,/kaggle/input/superstition-dataset/Big Data/object_images/Lucky_Coin/000037.jpg,0.21
Image of object which is a sign of good luck' — Top 100 matches:,object,Lucky_Charm_Bracelet,000098.jpg,/kaggle/input/superstition-dataset/Big Data/object_images/Lucky_Charm_Bracelet/000098.jpg,0.21
Image of object which is a sign of good luck' — Top 100 matches:,object,Lucky_Charm_Bracelet,000106.jpg,/kaggle/input/superstition-dataset/Big Data/object_images/Lucky_Charm_Bracelet/000106.jpg,0.21
Image of object which is a sign of good luck' — Top 100 matches:,object,Horseshoe,000112.jpg,/kaggle/input/superstition-dataset/Big Data/object_images/Horseshoe/000112.jpg,0.21
Image of object which is a sign of good luck' — Top 100 matches:,object,Lucky_Charm_Bracelet,000017.jpg,/kaggle/input/superstition-dataset/Big Data/object_images/Lucky_Charm_Bracelet/000017.jpg,0.21
Image of object which is a sign of good luck' — Top 100 matches:,object,Lucky_Coin,000043.jpg,/kaggle/input/superstition-dataset/Big Data/object_images/Lucky_Coin/000043.jpg,0.21
Image of object which is a sign of good luck' — Top 100 matches:,object,Lucky_Charm_Bracelet,000014.jpg,/kaggle/input/superstition-dataset/Big Data/object_images/Lucky_Charm_Bracelet/000014.jpg,0.21
Image of object which is a sign of good luck' — Top 100 matches:,object,Lucky_Charm_Bracelet,000085.jpg,/kaggle/input/superstition-dataset/Big Data/object_images/Lucky_Charm_Bracelet/000085.jpg,0.21
Image of object which is a sign of good luck' — Top 100 matches:,object,Lucky_Charm_Bracelet,000109.jpg,/kaggle/input/superstition-dataset/Big Data/object_images/Lucky_Charm_Bracelet/000109.jpg,0.21
Image of object which is a sign of good luck' — Top 100 matches:,object,Dream_Catcher,000016.jpg,/kaggle/input/superstition-dataset/Big Data/object_images/Dream_Catcher/000016.jpg,0.21
Image of object which is a sign of good luck' — Top 100 matches:,object,Dream_Catcher,000043.jpg,/kaggle/input/superstition-dataset/Big Data/object_images/Dream_Catcher/000043.jpg,0.21
Image of object which is a sign of good luck' — Top 100 matches:,object,Wishbone,000073.jpg,/kaggle/input/superstition-dataset/Big Data/object_images/Wishbone/000073.jpg,0.21
Image of object which is a sign of good luck' — Top 100 matches:,object,Lucky_Charm_Bracelet,000020.jpg,/kaggle/input/superstition-dataset/Big Data/object_images/Lucky_Charm_Bracelet/000020.jpg,0.21
Image of object which is a sign of good luck' — Top 100 matches:,object,Lucky_Charm_Bracelet,000111.jpg,/kaggle/input/superstition-dataset/Big Data/object_images/Lucky_Charm_Bracelet/000111.jpg,0.21
Image of object which is a sign of good luck' — Top 100 matches:,object,Lucky_Charm_Bracelet,000016.jpg,/kaggle/input/superstition-dataset/Big Data/object_images/Lucky_Charm_Bracelet/000016.jpg,0.21
Image of object which is a sign of good luck' — Top 100 matches:,object,Lucky_Charm_Bracelet,000034.jpg,/kaggle/input/superstition-dataset/Big Data/object_images/Lucky_Charm_Bracelet/000034.jpg,0.21
Image of object which is a sign of good luck' — Top 100 matches:,object,Lucky_Coin,000093.jpg,/kaggle/input/superstition-dataset/Big Data/object_images/Lucky_Coin/000093.jpg,0.21
Image of object which is a sign of good luck' — Top 100 matches:,object,Dream_Catcher,000028.jpg,/kaggle/input/superstition-dataset/Big Data/object_images/Dream_Catcher/000028.jpg,0.21
Image of object which is a sign of good luck' — Top 100 matches:,object,Lucky_Charm_Bracelet,000077.jpg,/kaggle/input/superstition-dataset/Big Data/object_images/Lucky_Charm_Bracelet/000077.jpg,0.21
Image of object which is a sign of good luck' — Top 100 matches:,object,Lucky_Charm_Bracelet,000116.jpg,/kaggle/input/superstition-dataset/Big Data/object_images/Lucky_Charm_Bracelet/000116.jpg,0.21
Image of object which is a sign of good luck' — Top 100 matches:,object,Horseshoe,000080.jpg,/kaggle/input/superstition-dataset/Big Data/object_images/Horseshoe/000080.jpg,0.21
Image of object which is a sign of good luck' — Top 100 matches:,object,Dream_Catcher,000102.jpg,/kaggle/input/superstition-dataset/Big Data/object_images/Dream_Catcher/000102.jpg,0.21
